"OrganizationName","Representatives","ConnectedOrganizations"
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""JAS - MOS""""","Grzegorz Krzyżak",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""JAS - MOS""""","Krzysztof Rzepka",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""JAS - MOS""""","Krzysztof Gawlina",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""JAS - MOS""""","Edyta Lach",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""JAS - MOS""""","Zbigniew Karpiński","'GÓRNICZY KLUB ŻEGLARSKI ""VEGA"" W JASTRZĘBIU ZDROJU'"
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""JAS - MOS""""","Ireneusz Greń",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""JAS - MOS""""","Remigiusz Banach","'ZWIĄZEK ZAWODOWY KADRA PRACOWNIKÓW JASTRZĘBSKIEJ SPÓŁKI WĘGLOWEJ S.A.'"
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""JAS - MOS""""","Marek Płocharski","'FUNDACJA JSW', 'POROZUMIENIE ZWIĄZKÓW ZAWODOWYCH ""KADRA""', 'ZWIĄZEK ZAWODOWY KADRA PRACOWNIKÓW JASTRZĘBSKIEJ SPÓŁKI WĘGLOWEJ S.A.'"
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""JAS - MOS""""","Dariusz Potysz",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""JAS - MOS""""","Grzegorz Mosoń","'ZWIĄZEK ZAWODOWY KADRA PRACOWNIKÓW JASTRZĘBSKIEJ SPÓŁKI WĘGLOWEJ S.A.'"
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""JAS - MOS""""","Renata Walica",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""JAS - MOS""""","Jan Szendzielorz",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""JAS - MOS""""","Emanuel Wachtarczyk",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""JAS - MOS""""","Roman Słonina",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW MIEJSKIEGO OŚRODKA POMOCY RODZINIE W PIEKARACH ŚLĄSKICH""","Beata Bełz",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW MIEJSKIEGO OŚRODKA POMOCY RODZINIE W PIEKARACH ŚLĄSKICH""","Magdalena Dymek",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW MIEJSKIEGO OŚRODKA POMOCY RODZINIE W PIEKARACH ŚLĄSKICH""","Monika Suchecka",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW MIEJSKIEGO OŚRODKA POMOCY RODZINIE W PIEKARACH ŚLĄSKICH""","Marzena Solipiwo",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW MIEJSKIEGO OŚRODKA POMOCY RODZINIE W PIEKARACH ŚLĄSKICH""","Aleksandra Kos",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW MIEJSKIEGO OŚRODKA POMOCY RODZINIE W PIEKARACH ŚLĄSKICH""","Izabela Deptała",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW MIEJSKIEGO OŚRODKA POMOCY RODZINIE W PIEKARACH ŚLĄSKICH""","Ewa Chromicz",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW MIEJSKIEGO OŚRODKA POMOCY RODZINIE W PIEKARACH ŚLĄSKICH""","Ewa Kowalczyk",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW MIEJSKIEGO OŚRODKA POMOCY RODZINIE W PIEKARACH ŚLĄSKICH""","Tadeusz Klimiński",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW MIEJSKIEGO OŚRODKA POMOCY RODZINIE W PIEKARACH ŚLĄSKICH""","Stefania Pasich",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW MIEJSKIEGO OŚRODKA POMOCY RODZINIE W PIEKARACH ŚLĄSKICH""","Małgorzata Górecka",""
"""PRZEDSIĘBIORSTWO SPECJALISTYCZNE ""TELECHEM""""","Grażyna Liszewska Kozak",""
"""PRZEDSIĘBIORSTWO SPECJALISTYCZNE ""TELECHEM""""","Maria Łukawska",""
"""PRZEDSIĘBIORSTWO SPECJALISTYCZNE ""TELECHEM""""","Sławomir Kozak","'OCHOTNICZA STRAŻ POŻARNA W BUKOWINACH'"
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW DYDAKTYCZNYCH I ADMINISTRACJI""","Wiesława Pasek",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW DYDAKTYCZNYCH I ADMINISTRACJI""","Grażyna Kowalska",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW DYDAKTYCZNYCH I ADMINISTRACJI""","Michał Kos","'ZWIĄZEK ZAWODOWY PRACOWNIKÓW OŚWIATY I SAMORZĄDU'"
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW DYDAKTYCZNYCH I ADMINISTRACJI""","Beata Wiórek",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW DYDAKTYCZNYCH I ADMINISTRACJI""","Leszek Grzenia","'STOWARZYSZENIE KULTURY, SPORTU, TURYSTYKI I REKREACJI ""STARE TARNOWICE'"
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW DYDAKTYCZNYCH I ADMINISTRACJI""","Elwira Seretny Jarek",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW DYDAKTYCZNYCH I ADMINISTRACJI""","Barbara Minkus","'STOWARZYSZENIE PRZYJACIÓŁ POWIATU TARNOGÓRSKIEGO'"
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW DYDAKTYCZNYCH I ADMINISTRACJI""","Beata Wiórek",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW DYDAKTYCZNYCH I ADMINISTRACJI""","Wojciech Łempicki",""
"""ZWIĄZEK ZAWODOWY PRACOWNIKÓW DYDAKTYCZNYCH I ADMINISTRACJI""","Małgorzata Wesołek",""
"""TRL-GAS""","Sławomir Ziaja","'MAK 21', 'UR', 'UR', 'PACTA'"
"""TRL-GAS""","Barbara Sobieska","'LA SUERTE', 'PACTA'"
"""LABOREX""","Adrian Nowak","'PGE INVESTMENT', 'OKTAN'"
"""LABOREX""","Wiesław Dzień","'GARDEN', 'BIOLAK', 'MULTI GROUP'"
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY ""JEDNOŚĆ"" PRZY ZABRZAŃSKIM PRZEDSIĘBIORSTWIE WODOCIĄGÓW I KANALIZACJI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W ZABRZU""","Ewa Czerwińska",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY ""JEDNOŚĆ"" PRZY ZABRZAŃSKIM PRZEDSIĘBIORSTWIE WODOCIĄGÓW I KANALIZACJI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W ZABRZU""","Joanna Mielcarska",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY ""JEDNOŚĆ"" PRZY ZABRZAŃSKIM PRZEDSIĘBIORSTWIE WODOCIĄGÓW I KANALIZACJI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W ZABRZU""","Adrian Wacławczyk","'PRO MAL GLIWICE', 'ALFA EXPERT'"
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY ""JEDNOŚĆ"" PRZY ZABRZAŃSKIM PRZEDSIĘBIORSTWIE WODOCIĄGÓW I KANALIZACJI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W ZABRZU""","Mateusz Cieśla",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY ""JEDNOŚĆ"" PRZY ZABRZAŃSKIM PRZEDSIĘBIORSTWIE WODOCIĄGÓW I KANALIZACJI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W ZABRZU""","Jacek Zarobkiewicz",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY ""JEDNOŚĆ"" PRZY ZABRZAŃSKIM PRZEDSIĘBIORSTWIE WODOCIĄGÓW I KANALIZACJI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W ZABRZU""","Ewa Kapturska",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY ""JEDNOŚĆ"" PRZY ZABRZAŃSKIM PRZEDSIĘBIORSTWIE WODOCIĄGÓW I KANALIZACJI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W ZABRZU""","Rafał Oleksiak",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY ""JEDNOŚĆ"" PRZY ZABRZAŃSKIM PRZEDSIĘBIORSTWIE WODOCIĄGÓW I KANALIZACJI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W ZABRZU""","Elżbieta Baros Stuligłowa",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY ""JEDNOŚĆ"" PRZY ZABRZAŃSKIM PRZEDSIĘBIORSTWIE WODOCIĄGÓW I KANALIZACJI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W ZABRZU""","Irena Bogacka",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY ""JEDNOŚĆ"" PRZY ZABRZAŃSKIM PRZEDSIĘBIORSTWIE WODOCIĄGÓW I KANALIZACJI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W ZABRZU""","Elżbieta Krawczyk",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY ""JEDNOŚĆ"" PRZY ZABRZAŃSKIM PRZEDSIĘBIORSTWIE WODOCIĄGÓW I KANALIZACJI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W ZABRZU""","Elżbieta Sokólska",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY ""JEDNOŚĆ"" PRZY ZABRZAŃSKIM PRZEDSIĘBIORSTWIE WODOCIĄGÓW I KANALIZACJI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W ZABRZU""","Halina Makowska",""
"""GLIWICKI KLUB KARATE KYOKUSHIN""","Szymon Franczyk",""
"""GLIWICKI KLUB KARATE KYOKUSHIN""","Elżbieta Jaworska","'GLIWICKI KLUB REKREACYJNO-SPORTOWY ""STOKROTKA"" TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ'"
"""GLIWICKI KLUB KARATE KYOKUSHIN""","Wojciech Stankiewicz","'GLIWICKI KLUB REKREACYJNO-SPORTOWY ""STOKROTKA"" TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ'"
"""GLIWICKI KLUB KARATE KYOKUSHIN""","Leszek Mazur","'GLIWICKI KLUB REKREACYJNO-SPORTOWY ""STOKROTKA"" TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ'"
"""GLIWICKI KLUB KARATE KYOKUSHIN""","Paweł Zasada",""
"""GLIWICKI KLUB KARATE KYOKUSHIN""","Krzysztof Kristman","'STAN - POL'"
"""GLIWICKI KLUB KARATE KYOKUSHIN""","Roman Seredyński","'UHY ECA TAX&LAW STEIDTEN', 'UHY ECA AUDYT', 'UHY ECA', 'UHY ECA SZKOLENIA', 'RS HOLDING'"
"""GLIWICKI KLUB KARATE KYOKUSHIN""","Maciej Marszałek","'POLSKA FEDERACJA KARATE KYOKUSHINKAI', 'MIEJSKIE TOWARZYSTWO KRZEWIENIA KULTURY FIZYCZNEJ W GLIWICACH', 'GLIWICKI KLUB REKREACYJNO-SPORTOWY ""STOKROTKA"" TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ'"
"""GLIWICKI KLUB KARATE KYOKUSHIN""","Wojciech Janaś",""
"""LUDOWY KLUB SPORTOWY ""ORZEŁ"" W NAKLE ŚLĄSKIM""","Dawid Szołtysek",""
"""LUDOWY KLUB SPORTOWY ""ORZEŁ"" W NAKLE ŚLĄSKIM""","Marek Sęk",""
"""LUDOWY KLUB SPORTOWY ""ORZEŁ"" W NAKLE ŚLĄSKIM""","Jacek Szwajnoch",""
"""LUDOWY KLUB SPORTOWY ""ORZEŁ"" W NAKLE ŚLĄSKIM""","Łukasz Renka",""
"""LUDOWY KLUB SPORTOWY ""ORZEŁ"" W NAKLE ŚLĄSKIM""","Michał Gołąbek",""
"""LUDOWY KLUB SPORTOWY ""ORZEŁ"" W NAKLE ŚLĄSKIM""","Paweł Sowa",""
"""LUDOWY KLUB SPORTOWY ""ORZEŁ"" W NAKLE ŚLĄSKIM""","Teodor Horzela","'ZAKŁAD GOSPODARCZY ""BURSA""', 'STOWARZYSZENIE ABSOLWENTÓW SZKÓŁ ROLNICZYCH W NAKLE ŚLĄSKIM', 'GENEZA INTERNATIONAL'"
"""LUDOWY KLUB SPORTOWY ""ORZEŁ"" W NAKLE ŚLĄSKIM""","Bernard Wyżgoł",""
"""LUDOWY KLUB SPORTOWY ""ORZEŁ"" W NAKLE ŚLĄSKIM""","Jarosław Wasążnik","'SIM ŚLĄSK POŁUDNIE'"
"""LUDOWY KLUB SPORTOWY ""ORZEŁ"" W NAKLE ŚLĄSKIM""","Paweł Bednarczyk",""
"""SŁONECZNA GINTER I GINTER""","Monika Kucza Ginter",""
"""SŁONECZNA GINTER I GINTER""","Bartłomiej Ginter","'POZYTRON RADIOLOGIA MEDYCZNA', 'FUNDACJA ZĄBEK', 'AQUATEST LABORATORIUM BADAWCZE'"
"""SUPER DACH SPÓŁKA JAWNA MIASTKOWSKI""","Beata Miastkowska",""
"""SUPER DACH SPÓŁKA JAWNA MIASTKOWSKI""","Andrzej Miastkowski",""
"""BGF MEDIA""","Ryszard Grab","'CONCEPT AG', 'GRANDE', 'AX TECHNOLOGY', 'UNIVISION'"
"""BGF MEDIA""","Dariusz Niebieszczański","'KANCELARIA ADWOKACKA DARIUSZ NIEBIESZCZAŃSKI', 'STANRO', 'ZACHODNIOPOMORSKA INDYJSKA IZBA GOSPODARCZA W SZCZECINIE', 'M&I MYJNIE SAMOCHODOWE'"
"""BGF MEDIA""","Marcin Fidecki","'ST MEDICAL DIAGNOSTICS', 'GRANDE LOGISTIC', 'DOM GRANDE DEVELOPER', 'GRANDE INVEST', 'RENT KLEJNA', 'SKYLOGISTIC', 'RENT KLEJNA', 'GRANDE DEWELOPER', 'APLY', 'APLY', 'SKYLOGISTIC', 'GRANDE', 'GRANDE DEVELOPER', 'RENT ALEKSANDER KLEJNA MARCIN FIDECKI', 'PROSERWIS', 'GRAKTYT', 'SKYMASTER MEDIA', 'SKYMASTER', 'GL MULTIMEDIA', 'GRANDE DEWELOPER ADRIAN ZŁOTUCHA MARCIN FIDECKI'"
"""BGF MEDIA""","Mariusz Benc",""
"""GŁUCHOŁASKIE ZAKŁADY PAPIERNICZE""","Marek Kajak",""
"""GŁUCHOŁASKIE ZAKŁADY PAPIERNICZE""","Mirosław Englot",""
"""GŁUCHOŁASKIE ZAKŁADY PAPIERNICZE""","Zbigniew Kozioł",""
"""GŁUCHOŁASKIE ZAKŁADY PAPIERNICZE""","Jerzy Dziurowski","'STOWARZYSZENIE WSPIERAJĄCE INICJATYWY ARTYSTYCZNE CAPRICOLIUM PRZY LICEUM OGÓLNOKSZTAŁCĄCYM IM. BOLESŁAWA CHROBREGO W GŁUCHOŁAZACH', 'STOWARZYSZENIE NA RZECZ SZKÓŁ ""CHROBRY"" PRZY LICEUM OGÓLNOKSZTAŁCĄCYM IM. BOLESŁAWA CHROBREGO W GŁUCHOŁAZACH'"
"""GŁUCHOŁASKIE ZAKŁADY PAPIERNICZE""","Mirosław Stokowski","'ENERGIA CIEPLNA NIEDOMICE', 'ASKO PAPIER'"
"""GŁUCHOŁASKIE ZAKŁADY PAPIERNICZE""","Janusz Momot","'NIEDOMICKIE ZAKŁADY PAPIERNICZE', 'ASKO PAPIER'"
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""SOŚNICA"" W GLIWICACH""","Leszek Miszczyszyn",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""SOŚNICA"" W GLIWICACH""","Witold Gisman",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""SOŚNICA"" W GLIWICACH""","Jerzy Ciepiela",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""SOŚNICA"" W GLIWICACH""","Dorota Pompa","'GLIWICKIE STOWARZYSZENIE KULTURALNE GÓRNICZA ORKIESTRA DĘTA KWK ""SOŚNICA""'"
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""SOŚNICA"" W GLIWICACH""","Jacek Błaszczyk","'GLIWICKIE STOWARZYSZENIE KULTURALNE GÓRNICZA ORKIESTRA DĘTA KWK ""SOŚNICA""'"
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""SOŚNICA"" W GLIWICACH""","Gabriela Stępniak",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""SOŚNICA"" W GLIWICACH""","Jerzy Marchacz",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""SOŚNICA"" W GLIWICACH""","Janusz Krystenko",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""SOŚNICA"" W GLIWICACH""","Zbigniew Domalik",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""SOŚNICA"" W GLIWICACH""","Ludwik Baluch",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""SOŚNICA"" W GLIWICACH""","Czesław Sulima","'ZWIĄZEK ZAWODOWY PRACOWNIKÓW KOPALNI ""MAKOSZOWY""'"
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""SOŚNICA"" W GLIWICACH""","Edward Dybczak",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""SOŚNICA"" W GLIWICACH""","Leszek Miszczyszyn",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""SOŚNICA"" W GLIWICACH""","Stanisław Żurek",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""SOŚNICA"" W GLIWICACH""","Edward Krzysztoń",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" KOPALNI WĘGLA KAMIENNEGO ""SOŚNICA"" W GLIWICACH""","Bożena Krzyżanowska",""
"""HUTA MAŁAPANEW""","Jan Szlązak","'GWARANT INWESTYCJE', 'ANDORIA MOTOPARTS'"
"""HUTA MAŁAPANEW""","Wojciech Krajewski","'KOM-EKO ZAR', 'HILLO INVEST', 'KUŹNIA JAWOR', 'FABRYKA URZĄDZEŃ MECHANICZNYCH ""CHOFUM"" W CHOCIANOWIE'"
"""HUTA MAŁAPANEW""","Ryszard Biśta","'PONAR WADOWICE', 'KOM-EKO ZAR', 'RUBRA', 'JAMAR', 'FABRYKA URZĄDZEŃ MECHANICZNYCH ""CHOFUM"" W CHOCIANOWIE', 'AM CORP', 'FORNO'"
"""HUTA MAŁAPANEW""","Jarosław Gronowski",""
"""HUTA MAŁAPANEW""","Rafał Szlązak","'OSIEDLE BRZOSKWINIOWA', '4MAX GROUP KATOWICE', 'BOLESŁAWA PRUSA 88', 'RUBRA', 'GWARANT INWESTYCJE', 'SUPRA INVESTMENTS', 'FABRYKA URZĄDZEŃ MECHANICZNYCH ""CHOFUM"" W CHOCIANOWIE', 'GWARANT GRUPA KAPITAŁOWA', 'WERA-PRIM', 'ANDORIA', 'ZUGIL', 'KUŹNIA JAWOR'"
"""HUTA MAŁAPANEW""","Maciej Szlązak","'KUŹNIA JAWOR', 'GWARANT GRUPA KAPITAŁOWA', 'ZUGIL'"
"""HUTA MAŁAPANEW""","Małgorzata Szlązak","'BURGI', 'RUBRA', 'GWARANT GRUPA KAPITAŁOWA', 'ANDORIA', 'ZUGIL', 'KUŹNIA JAWOR'"
"""HUTA MAŁAPANEW""","Marianna Szlązak","'SUPRA INVESTMENTS', 'ANDORIA MOTOPARTS', 'ANDORIA', 'GWARANT GRUPA KAPITAŁOWA', 'KUŹNIA JAWOR', 'ZUGIL'"
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Jolanta Tałady",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Tadeusz Wawrzoszek",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Rafał Ruda",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Kamil Żernik",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Sebastian Kosmaczewski",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Łukasz Deszcz",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Michał Neudek","'ZWIĄZEK ZAWODOWY KADRA PRACOWNIKÓW KOPALŃ RUDZKICH KWK RUDA W RUDZIE ŚLĄSKIEJ'"
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Piotr Kowalski",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Marcin Gadula",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Wiktor Sobota",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Grzegorz Kułak",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Tomasz Bednarek",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Grzegorz Stanik",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Leszek Magiera",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Tomasz Rodasik",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Maciej Kreczmar",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Piotr Magiela",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Krzysztof Mryka",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Marcin Tatarek",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Tomasz Łuszczek","'STOWARZYSZENIE DZIERŻAWCÓW OGRÓDKÓW DZIAŁKOWYCH PRZY ULICY MŁYŃSKIEJ W RUDZIE ŚLĄSKIEJ'"
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Marek Hołysz",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Antoni Czachor",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Marek Gacka","'MIĘDZYZAKŁADOWY ZWIĄZEK ZAWODOWY ""KADRA"" GÓRNICTWO', 'POROZUMIENIE ZWIĄZKÓW ZAWODOWYCH ""KADRA""'"
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Stanisław Janko",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Zbigniew Pająkowski",""
"""ZWIĄZEK ZAWODOWY ""KADRA"" PRZY KOPALNI WĘGLA KAMIENNEGO ""RUDA""""","Jerzy Śliwa",""
"""TOWARZYSTWO MIŁOŚNIKÓW PRZYRODY WARMII I MAZUR ""NATURA"" W ELBLĄGU""","Alicja Nowak",""
"""TOWARZYSTWO MIŁOŚNIKÓW PRZYRODY WARMII I MAZUR ""NATURA"" W ELBLĄGU""","Jolanta Marcinkowska",""
"""TOWARZYSTWO MIŁOŚNIKÓW PRZYRODY WARMII I MAZUR ""NATURA"" W ELBLĄGU""","Janusz Sokołowski",""
"""TOWARZYSTWO MIŁOŚNIKÓW PRZYRODY WARMII I MAZUR ""NATURA"" W ELBLĄGU""","Maria Mellin","'STOWARZYSZENIE MIŁOŚNIKÓW ŻUBRÓW', 'FUNDACJA JEZIORA OŚWIN'"
"""TOWARZYSTWO MIŁOŚNIKÓW PRZYRODY WARMII I MAZUR ""NATURA"" W ELBLĄGU""","Eleonora Gontarska Gajowniczek",""
"""TOWARZYSTWO MIŁOŚNIKÓW PRZYRODY WARMII I MAZUR ""NATURA"" W ELBLĄGU""","Krzysztof Słowiński",""
"""TOWARZYSTWO MIŁOŚNIKÓW PRZYRODY WARMII I MAZUR ""NATURA"" W ELBLĄGU""","Andrzej Kotliński",""
"""TOWARZYSTWO MIŁOŚNIKÓW PRZYRODY WARMII I MAZUR ""NATURA"" W ELBLĄGU""","Lucjan Wołos","'SZCZYCIEŃSKIE TOWARZYSTWO PRZYRODNICZE'"
"""KÓŁKO ROLNICZE""","Henryk Rakowski",""
"""KÓŁKO ROLNICZE""","Ryszard Boczkowski",""
