"OrganizationName","Representatives","ConnectedOrganizations"
"""STOWARZYSZENIE NA RZECZ EKOROZWOJU WSI STARY WĘGRZYNÓW, NOWY WĘGRZYNÓW I OKOLIC""","Jolanta Prusek",""
"""STOWARZYSZENIE NA RZECZ EKOROZWOJU WSI STARY WĘGRZYNÓW, NOWY WĘGRZYNÓW I OKOLIC""","Barbara Cieślińska",""
"""STOWARZYSZENIE NA RZECZ EKOROZWOJU WSI STARY WĘGRZYNÓW, NOWY WĘGRZYNÓW I OKOLIC""","Bogusława Jędrychowska",""
"""STOWARZYSZENIE NA RZECZ EKOROZWOJU WSI STARY WĘGRZYNÓW, NOWY WĘGRZYNÓW I OKOLIC""","Marian Jach",""
"""STOWARZYSZENIE NA RZECZ EKOROZWOJU WSI STARY WĘGRZYNÓW, NOWY WĘGRZYNÓW I OKOLIC""","Anna Dłużniak",""
"""STOWARZYSZENIE NA RZECZ EKOROZWOJU WSI STARY WĘGRZYNÓW, NOWY WĘGRZYNÓW I OKOLIC""","Kinga Romanek",""
"""CARL ZEISS""","Michał Reimus",""
"""CARL ZEISS""","Izabela Pieniowska",""
"""CARL ZEISS""","Marcin Trębicki",""
"""CARL ZEISS""","Marek Radke","'F55'"
"""CARL ZEISS""","Michael Hubensack",""
"""WARTER AVIATION""","Wojciech Okine","'WARTER FUELS'"
"""WARTER AVIATION""","Wojciech Rychlik","'WARTER WOJCIECH RYCHLIK', 'WARTER POLYMERS', 'PAŁAC PASS', 'WARTER'"
"""ZIELONA DĄBROWA""","Michał Chojecki","'GREENSTAR', 'ZIELONA DĄBROWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ I WSPÓLNICY'"
"""ZIELONA DĄBROWA""","Jur Gruszczyński","'GREENSTAR', 'MAMA - LAMA', 'FUNDACJA ""PRAWO DO POMOCY""', 'FUNDACJA POLSKI INSTYTUT DYREKTORÓW'"
"""KALEJDOSKOP""","Krzysztof Smoleń","'DS POLAND'"
"""OLSZTYŃSKI KLUB KYOKUSHIN KARATE W OLSZTYNIE""","Mirosław Zwoliński","'KLUB TAŃCA SPORTOWEGO ""POWER DANCE""'"
"""OLSZTYŃSKI KLUB KYOKUSHIN KARATE W OLSZTYNIE""","Magdalena Rogowska",""
"""OLSZTYŃSKI KLUB KYOKUSHIN KARATE W OLSZTYNIE""","Wojciech Witkowicz",""
"""OLSZTYŃSKI KLUB KYOKUSHIN KARATE W OLSZTYNIE""","Jerzy Damięcki","'WARMIŃSKO-MAZURSKI OKRĘGOWY ZWIĄZEK KARATE'"
"""OLSZTYŃSKI KLUB KYOKUSHIN KARATE W OLSZTYNIE""","Mieczysław Dzieniszewski",""
"""OLSZTYŃSKI KLUB KYOKUSHIN KARATE W OLSZTYNIE""","Paweł Malinowski",""
"""OLSZTYŃSKI KLUB KYOKUSHIN KARATE W OLSZTYNIE""","Dariusz Łazicki","'CECH RZEMIEŚLNIKÓW I PRZEDSIĘBIORCÓW W SZCZYTNIE'"
"""OLSZTYŃSKI KLUB KYOKUSHIN KARATE W OLSZTYNIE""","Roman Głąbowski",""
"""OLSZTYŃSKI KLUB KYOKUSHIN KARATE W OLSZTYNIE""","Marek Wieczorek","'WARMIŃSKO-MAZURSKI OKRĘGOWY ZWIĄZEK KARATE'"
"""EURO-TRANS SPÓŁKA JAWNA DANUTA I STANISŁAW POCZĄTEK""","Stanisław Początek",""
"""EURO-TRANS SPÓŁKA JAWNA DANUTA I STANISŁAW POCZĄTEK""","Danuta Początek",""
"""MECFIBRE POLAND TADEUSZAK""","Barbara Tadeuszak","'CONTIFIBRE POLAND'"
"""MECFIBRE POLAND TADEUSZAK""","Marcin Tadeuszak","'ROBOTNICZA SPÓŁDZIELNIA MIESZKANIOWA ""STAROMIEJSKA""', 'CONTIFIBRE POLAND'"
"""MINIPOL""","Monika Walicka",""
"""MINIPOL""","Roman Walicki",""
"""PAPROCANY""","Jaremi Kurkowski","'""SPECJALISTYCZNE USŁUGI MEDYCZNE W TYCHACH"" I.BIOWSKA-KURKOWSKA, J.KURKOWSKI', 'SAMODZIELNA PRACOWNIA DIAGNOSTYKI OBRAZOWEJ ""TOMOGRAF""'"
"""PAPROCANY""","Iwona Biowska Kurkowska","'""SPECJALISTYCZNE USŁUGI MEDYCZNE W TYCHACH"" I.BIOWSKA-KURKOWSKA, J.KURKOWSKI', 'SAMODZIELNA PRACOWNIA DIAGNOSTYKI OBRAZOWEJ ""TOMOGRAF""'"
"""PAPROCANY""","Agnieszka Gajos",""
"""PAPROCANY""","Artur Radek",""
"""PAPROCANY""","Agnieszka Kurkowska Doniec","'SAMODZIELNA PRACOWNIA DIAGNOSTYKI OBRAZOWEJ ""TOMOGRAF""'"
"""PAPROCANY""","Ewa Radek",""
"""AMAT DRUK""","Jolanta Wartacz Matuszewska","'AFITO SERVIS', 'AJ', 'JAMAT'"
"""AMAT DRUK""","Andrzej Matuszewski","'AFITO SERVIS', 'ZAMEK SZYMBARK', 'AJ', 'JAMAT', 'AMAT INWEST'"
"""TOWARZYSTWO PRZYJACIÓŁ TUMLINA""","Robert Kaszuba","'BRACTWO ŚWIĘTOKRZYSKIE', 'STOWARZYSZENIE NOWYCH MOŻLIWOŚCI'"
"""TOWARZYSTWO PRZYJACIÓŁ TUMLINA""","Anatol Rykała",""
"""TOWARZYSTWO PRZYJACIÓŁ TUMLINA""","Janina Lesińska",""
"""TOWARZYSTWO PRZYJACIÓŁ TUMLINA""","Halina Skowron",""
"""TOWARZYSTWO PRZYJACIÓŁ TUMLINA""","Zenon Więckowski",""
"""TOWARZYSTWO PRZYJACIÓŁ TUMLINA""","Bożena Salwa",""
"""TOWARZYSTWO PRZYJACIÓŁ TUMLINA""","Marianna Kłosowska",""
"""TOWARZYSTWO PRZYJACIÓŁ TUMLINA""","Henryk Karewicz","'STOWARZYSZENIE PRZECIWDZIAŁAJĄCE PATOLOGIOM SPOŁECZNYM ""ZDROWY TUMLIN""'"
"""TOWARZYSTWO PRZYJACIÓŁ TUMLINA""","Stanisław Tyburczy",""
"""TOWARZYSTWO PRZYJACIÓŁ TUMLINA""","Władysław Jacewicz","'BANK SPÓŁDZIELCZY W SAMSONOWIE', 'STOWARZYSZENIE ""STAROPOLSKI KLASTER WODNY""', 'WODOCIĄGI KIELECKIE'"
"""TOWARZYSTWO PRZYJACIÓŁ TUMLINA""","Barbara Domagała",""
"""TOWARZYSTWO MIŁOŚNIKÓW WILNA I ZIEMI WILEŃSKIEJ""","Tadeusz Kućko",""
"""TOWARZYSTWO MIŁOŚNIKÓW WILNA I ZIEMI WILEŃSKIEJ""","Artur Mieczaniec","'STOWARZYSZENIE LISTA ZIEMI BRANIEWSKIEJ'"
"""TOWARZYSTWO MIŁOŚNIKÓW WILNA I ZIEMI WILEŃSKIEJ""","Irena Danecka",""
"""TOWARZYSTWO MIŁOŚNIKÓW WILNA I ZIEMI WILEŃSKIEJ""","Henryk Łozowski","'TOWARZYSTWO MIŁOŚNIKÓW WILNA I ZIEMI WILEŃSKIEJ ODDZIAŁ W POZNANIU'"
"""TOWARZYSTWO MIŁOŚNIKÓW WILNA I ZIEMI WILEŃSKIEJ""","Przemysław Namsołek","'STOWARZYSZENIE ""RODZINA PONARSKA""', 'TOWARZYSTWO MIŁOŚNIKÓW WILNA I ZIEMI WILEŃSKIEJ ODDZIAŁ POMORSKI'"
"""TOWARZYSTWO MIŁOŚNIKÓW WILNA I ZIEMI WILEŃSKIEJ""","Janina Binczak",""
"""TOWARZYSTWO MIŁOŚNIKÓW WILNA I ZIEMI WILEŃSKIEJ""","Tadeusz Kisiel",""
"""TOWARZYSTWO MIŁOŚNIKÓW WILNA I ZIEMI WILEŃSKIEJ""","Waldemar Patyra",""
"""TOWARZYSTWO MIŁOŚNIKÓW WILNA I ZIEMI WILEŃSKIEJ""","Stefan Jodis",""
"""TOWARZYSTWO MIŁOŚNIKÓW WILNA I ZIEMI WILEŃSKIEJ""","Maria Holz",""
"""TOWARZYSTWO MIŁOŚNIKÓW WILNA I ZIEMI WILEŃSKIEJ""","Czesław Łapicz","'FUNDACJA EDUKACYJNA JERZEGO SAROSIEKA'"
"""TOWARZYSTWO MIŁOŚNIKÓW WILNA I ZIEMI WILEŃSKIEJ""","Michał Wazgird",""
"""TOWARZYSTWO MIŁOŚNIKÓW WILNA I ZIEMI WILEŃSKIEJ""","Danuta Jatczak",""
"""TOWARZYSTWO MIŁOŚNIKÓW WILNA I ZIEMI WILEŃSKIEJ""","Bolesław Gotowt","'STOWARZYSZENIE ŻEGLARSKIE JACHT KLUB BELLA'"
"""TOWARZYSTWO MIŁOŚNIKÓW WILNA I ZIEMI WILEŃSKIEJ""","Sławomir Kalembka",""
"""TOWARZYSTWO MIŁOŚNIKÓW WILNA I ZIEMI WILEŃSKIEJ""","Józef Szyłejko","'TOWARZYSTWO PRZYJACIÓŁ ""DARU POMORZA"" W GDYNI'"
"""DENTAL U. I Z. CHOMICZ""","Urszula Lachtara Chomicz",""
"""DENTAL U. I Z. CHOMICZ""","Zbigniew Chomicz Bara",""
"""MAŁOPOLSKI INSTYTUT GOSPODARCZY""","Jerzy Murdzia",""
"""MAŁOPOLSKI INSTYTUT GOSPODARCZY""","Janusz Strycharz",""
"""MAŁOPOLSKI INSTYTUT GOSPODARCZY""","Edyta Kaszuba",""
"""MAŁOPOLSKI INSTYTUT GOSPODARCZY""","Artur Chmaj","'MOBITOUCH', 'AIR JUMP SYSTEM', 'CROWDFUNDING', 'FUNDACJA IN CORPORE'"
"""MAŁOPOLSKI INSTYTUT GOSPODARCZY""","Krzysztof Kaszuba","'POLSKIE TOWARZYSTWO EKONOMICZNE', 'POLSKIE TOWARZYSTWO EKONOMICZNE ODDZIAŁ WOJEWÓDZKI W RZESZOWIE', 'STOWARZYSZENIE WSPÓLNOTA BESKIDZKA LILIA ZŁOTOGŁÓW'"
"""ERGOMAX - OBSZAŃSKI""","Edward Obszański","'PROJEKT GROUP', 'NATEO'"
"""ERGOMAX - OBSZAŃSKI""","Jacek Sobczak","'PRZEDSIĘBIORSTWO PRODUKCYJNO - HANDLOWE ""KONTAKT""'"
"""PRZEDSIĘBIORSTWO INSTALACYJNE ""SZAGRU"" SPÓŁKA JAWNA SZAFRON W.J. - GRUSZKA A.J.""","Aniela Gruszka","'S PLASTIC'"
"""PRZEDSIĘBIORSTWO INSTALACYJNE ""SZAGRU"" SPÓŁKA JAWNA SZAFRON W.J. - GRUSZKA A.J.""","Jerzy Gruszka","'S PLASTIC'"
"""PRZEDSIĘBIORSTWO INSTALACYJNE ""SZAGRU"" SPÓŁKA JAWNA SZAFRON W.J. - GRUSZKA A.J.""","Władysława Szafron","'S PLASTIC'"
"""PRZEDSIĘBIORSTWO INSTALACYJNE ""SZAGRU"" SPÓŁKA JAWNA SZAFRON W.J. - GRUSZKA A.J.""","Jan Szafron","'S PLASTIC'"
"""PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE PROMONT Z.KULESZA, A.JĘDRZEJCZYK""","Anna Jędrzejczyk",""
"""PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE PROMONT Z.KULESZA, A.JĘDRZEJCZYK""","Zbigniew Kulesza",""
"""STOWARZYSZENIE KLUB ABSTYNENTA ""OGNIWO""""","Paweł Kłos",""
"""STOWARZYSZENIE KLUB ABSTYNENTA ""OGNIWO""""","Marta Wasilewska",""
"""STOWARZYSZENIE KLUB ABSTYNENTA ""OGNIWO""""","Jerzy Misztal","'KLASTER TURYSTYCZNY ""ZAGRODY LUBELSKIE""'"
"""STOWARZYSZENIE KLUB ABSTYNENTA ""OGNIWO""""","Anna Ląd",""
"""STOWARZYSZENIE KLUB ABSTYNENTA ""OGNIWO""""","Maria Mojek",""
"""STOWARZYSZENIE KLUB ABSTYNENTA ""OGNIWO""""","Elżbieta Terpiłowska",""
"""STOWARZYSZENIE KLUB ABSTYNENTA ""OGNIWO""""","Szczepan Maniszewski",""
"""STOWARZYSZENIE KLUB ABSTYNENTA ""OGNIWO""""","Bernard Mojek",""
"""STOWARZYSZENIE KLUB ABSTYNENTA ""OGNIWO""""","Bogumił Zawadzki",""
"""STOWARZYSZENIE KLUB ABSTYNENTA ""OGNIWO""""","Arkadiusz Kamiński",""
"""STOWARZYSZENIE ""GRAMY""""","Michał Minkiewicz",""
"""STOWARZYSZENIE ""GRAMY""""","Maciej Urbaniak","'ZWIĄZEK PRAWNIKÓW POLSKICH Z SIEDZIBĄ W BYDGOSZCZY'"
"""STOWARZYSZENIE ""GRAMY""""","Dariusz Malak",""
"""STOWARZYSZENIE ""GRAMY""""","Włodzimierz Hilla","'ZWIĄZEK PRAWNIKÓW POLSKICH Z SIEDZIBĄ W BYDGOSZCZY'"
"""STOWARZYSZENIE ""GRAMY""""","Jarosław Kaczmarek","'KUJAWSKO-POMORSKI ZWIĄZEK PIŁKI NOŻNEJ'"
"""STOWARZYSZENIE ""GRAMY""""","Henryk Tucholski",""
"""STOWARZYSZENIE ""GRAMY""""","Jan Bednarek",""
"""EUROSPEDYTOR A.CHOLEWIK, A.GRABOŃ""","Rajmund Graboń",""
"""EUROSPEDYTOR A.CHOLEWIK, A.GRABOŃ""","Adam Cholewik",""
"""PALGETRANS HANDEL-TRANSPORT""","Siegfried Ilzhöfer","'PLV'"
"""PALGETRANS HANDEL-TRANSPORT""","Siegfried Ilzhofer",""
"""""MAŁGORZATA"" SPÓŁKA JAWNA W. KAMIŃSKA, G. ZARZEKA""","Wiesława Kamińska",""
"""""MAŁGORZATA"" SPÓŁKA JAWNA W. KAMIŃSKA, G. ZARZEKA""","Grzegorz Zarzeka",""
"""LUBELSKI ZWIĄZEK KOSZYKÓWKI W LUBLINIE""","Małgorzata Denisiuk",""
"""LUBELSKI ZWIĄZEK KOSZYKÓWKI W LUBLINIE""","Karol Nowak","'KRAŚNICKIE TOWARZYSTWO KOSZYKARSKIE ""PIVOT""'"
"""LUBELSKI ZWIĄZEK KOSZYKÓWKI W LUBLINIE""","Anna Jakubiec",""
"""LUBELSKI ZWIĄZEK KOSZYKÓWKI W LUBLINIE""","Paweł Pawełczak","'IBIF.PL KOWALSKI PAWEŁCZAK'"
"""LUBELSKI ZWIĄZEK KOSZYKÓWKI W LUBLINIE""","Rafał Walczyk","'LUBELSKA UNIA SPORTU', 'AKADEMICKI ZWIĄZEK SPORTOWY', 'ORGANIZACJA ŚRODOWISKOWA AKADEMICKIEGO ZWIĄZKU SPORTOWEGO WOJEWÓDZTWA LUBELSKIEGO', 'LUBELSKI ZWIĄZEK SZERMIERCZY', 'NIEZALEŻNE STOWARZYSZENIE INICJATYW KULTURALNYCH ""PUŁAP', 'KLUB UCZELNIANY AKADEMICKIEGO ZWIĄZKU SPORTOWEGO UNIWERSYTETU MARII CURIE-SKŁODOWSKIEJ', 'LUBELSKI ZWIĄZEK PIŁKI RĘCZNEJ'"
"""LUBELSKI ZWIĄZEK KOSZYKÓWKI W LUBLINIE""","Sławomir Depta",""
"""LUBELSKI ZWIĄZEK KOSZYKÓWKI W LUBLINIE""","Wojciech Paszek","'LUBELSKIE STOWARZYSZENIE SPORTOWE'"
"""LUBELSKI ZWIĄZEK KOSZYKÓWKI W LUBLINIE""","Mariusz Nawrocki","'MPJ'"
"""LUBELSKI ZWIĄZEK KOSZYKÓWKI W LUBLINIE""","Cezary Wicha","'MIEJSKI KLUB SPORTOWY ""START""', 'MIEJSKI KLUB SPORTOWY START'"
"""LUBELSKI ZWIĄZEK KOSZYKÓWKI W LUBLINIE""","Arkadiusz Pelczar","'POLSKA LIGA KOSZYKÓWKI', 'FUNDACJA CZERWONO-CZARNI', 'MIEJSKI KLUB SPORTOWY START'"
"""LUBELSKI ZWIĄZEK KOSZYKÓWKI W LUBLINIE""","Janusz Zieliński",""
"""LUBELSKI ZWIĄZEK KOSZYKÓWKI W LUBLINIE""","Marek Lembrych","'FUNDACJA WSPIERANIA KULTURY GMINASTYCZNEJ ""AKTYWNA PRZYSZŁOŚĆ""', 'POLSKA LIGA KOSZYKÓWKI', 'POLSKI ZWIĄZEK KOSZYKÓWKI'"
"""STOWARZYSZENIE INTEGRACJI ""ZORZA""""","Wiesław Feręc",""
"""STOWARZYSZENIE INTEGRACJI ""ZORZA""""","Elżbieta Cieśla",""
"""STOWARZYSZENIE INTEGRACJI ""ZORZA""""","Lucyna Wójcik","'STOWARZYSZENIE INTEGRACJI', 'GMINNY ZWIĄZEK ROLNIKÓW KÓŁEK I ORGANIZACJI ROLNICZYCH W DALIKOWIE'"
"""STOWARZYSZENIE INTEGRACJI ""ZORZA""""","Gabriela Dulas","'STOWARZYSZENIE INTEGRACJI'"
"""STOWARZYSZENIE INTEGRACJI ""ZORZA""""","Małgorzata Wójcik Powłoka","'SZPITAL WOJEWÓDZKI IM. PRYMASA KARDYNAŁA STEFANA WYSZYŃSKIEGO W SIERADZU', 'STOWARZYSZENIE INTEGRACJI'"
"""STOWARZYSZENIE INTEGRACJI ""ZORZA""""","Jolanta Kubiak","'STOWARZYSZENIE CENTRUM WSPIERANIA INICJATYW', 'STOWARZYSZENIE NA RZECZ OSÓB NIEPEŁNOSPRAWNYCH ""NADZIEJA""'"
"""STOWARZYSZENIE INTEGRACJI ""ZORZA""""","Sławomir Malinowski","'CENTRUM PROMOCJI SPORTU I REKREACJI ""DRAGON""', 'EUROBENEFICIUM', 'FUNDACJA CENTRUM WSPIERANIA PRZEDSIĘBIORCZOŚCI W PODDĘBICACH'"
"""STOWARZYSZENIE INTEGRACJI ""ZORZA""""","Grażyna Grubska","'STOWARZYSZENIE KLUB KARATE STARS', 'CENTRUM PROMOCJI SPORTU I REKREACJI ""DRAGON""'"
"""STOWARZYSZENIE INTEGRACJI ""ZORZA""""","Jadwiga Dudczak",""
"""CENTRUM WERYFIKACJI ALARMÓW TERMINAL""","Joanna Komisarczuk","'PBM POŁUDNIE DEVELOPMENT KIJOWSKA'"
"""CENTRUM WERYFIKACJI ALARMÓW TERMINAL""","Roman Osiński","'LUPO TEAM', 'PLATAN'"
"""CENTRUM WERYFIKACJI ALARMÓW TERMINAL""","Jarosław Kurzawa","'VILON'"
"""CENTRUM WERYFIKACJI ALARMÓW TERMINAL""","Piotr Król","'LOKALNA ORGANIZACJA TURYSTYCZNA POWIATU SZCZYCIEŃSKIEGO', 'STOWARZYSZENIE TRZEŹWOŚCI ""CZERWONE KORALE""', 'MAZURY SASEK PL', 'ALARUS.PL', 'VILON'"
"""CENTRUM WERYFIKACJI ALARMÓW TERMINAL""","Henryk Jasik","'VILON', 'PORT LOTNICZY ""MAZURY""', 'GEOSAT POLSKA'"
"""CENTRUM WERYFIKACJI ALARMÓW TERMINAL""","Andrzej Górski","'MANAZEUS'"
"""CENTRUM WERYFIKACJI ALARMÓW TERMINAL""","Jacek Sygutowski","'TPKA-2010-8'"
"""STOWARZYSZENIE OCHRONY ZŁÓŻ KWARCYTÓW KAMBRYJSKICH REGIONU ŚWIĘTOKRZYSKIEGO""","Wojciech Wójcik","'WÓJCIK, KROK RADCOWIE PRAWNI'"
"""STOWARZYSZENIE OCHRONY ZŁÓŻ KWARCYTÓW KAMBRYJSKICH REGIONU ŚWIĘTOKRZYSKIEGO""","Irena Lasek",""
"""STOWARZYSZENIE OCHRONY ZŁÓŻ KWARCYTÓW KAMBRYJSKICH REGIONU ŚWIĘTOKRZYSKIEGO""","Regina Kowalska",""
"""STOWARZYSZENIE OCHRONY ZŁÓŻ KWARCYTÓW KAMBRYJSKICH REGIONU ŚWIĘTOKRZYSKIEGO""","Wiesław Ksel",""
"""STOWARZYSZENIE OCHRONY ZŁÓŻ KWARCYTÓW KAMBRYJSKICH REGIONU ŚWIĘTOKRZYSKIEGO""","Krystyna Dąbrowska",""
"""STOWARZYSZENIE OCHRONY ZŁÓŻ KWARCYTÓW KAMBRYJSKICH REGIONU ŚWIĘTOKRZYSKIEGO""","Zbigniew Jasek",""
"""STOWARZYSZENIE OCHRONY ZŁÓŻ KWARCYTÓW KAMBRYJSKICH REGIONU ŚWIĘTOKRZYSKIEGO""","Leszek Kurzempa",""
"""HERMES KNABEL""","Tadeusz Knabel","'ABC KNABEL'"
"""HERMES KNABEL""","Łukasz Knabel","'ABC KNABEL'"
"""OCHOTNICZA STRAŻ POŻARNA W SALAMONACH II""","Mirosław Sztajman",""
"""OCHOTNICZA STRAŻ POŻARNA W SALAMONACH II""","Piotr Gabryś",""
"""OCHOTNICZA STRAŻ POŻARNA W SALAMONACH II""","Grzegorz Sobieraj",""
"""OCHOTNICZA STRAŻ POŻARNA W SALAMONACH II""","Jerzy Gabryś",""
"""OCHOTNICZA STRAŻ POŻARNA W SALAMONACH II""","Henryk Sobieraj",""
"""OCHOTNICZA STRAŻ POŻARNA W SALAMONACH II""","Róża Gabryś",""
"""OCHOTNICZA STRAŻ POŻARNA W SALAMONACH II""","Stanisław Plichta",""
"""OCHOTNICZA STRAŻ POŻARNA W SALAMONACH II""","Jan Baś",""
"""AGENCJA HANDLOWA ARMIX TŁUCZEK MIROSŁAW, TŁUCZEK EDYTA""","Edyta Tłuczek",""
"""AGENCJA HANDLOWA ARMIX TŁUCZEK MIROSŁAW, TŁUCZEK EDYTA""","Mirosław Tłuczek",""
"""OCHOTNICZA STRAŻ POŻARNA W BURKATOWIE""","Przemysław Urban",""
"""OCHOTNICZA STRAŻ POŻARNA W BURKATOWIE""","Piotr Szuszwalak",""
"""OCHOTNICZA STRAŻ POŻARNA W BURKATOWIE""","Maria Ożóg",""
"""OCHOTNICZA STRAŻ POŻARNA W BURKATOWIE""","Szymon Migas",""
"""OCHOTNICZA STRAŻ POŻARNA W BURKATOWIE""","Monika Ożóg","'STOWARZYSZENIE ROZWOJU I PROMOCJI WSI BURKATÓW'"
"""OCHOTNICZA STRAŻ POŻARNA W BURKATOWIE""","Rafał Ożóg",""
"""OCHOTNICZA STRAŻ POŻARNA W BURKATOWIE""","Piotr Krzyśków",""
"""OCHOTNICZA STRAŻ POŻARNA W BURKATOWIE""","Michał Ożóg",""
"""OCHOTNICZA STRAŻ POŻARNA W BURKATOWIE""","Karol Jabczyk",""
"""OCHOTNICZA STRAŻ POŻARNA W BURKATOWIE""","Tomasz Michalski","'DOLNOŚLĄSKIE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE'"
"""ATRIUM GALERIA LUBLIN""","Łukasz Dunaj","'ATRIUM MOLO', 'CH PROMENADA', 'ATRIUM RESIDENTIAL 10', 'ATRIUM RESIDENTIAL 11', 'URBAN HOME WARSZAWA OSTROBRAMSKA', 'ATRIUM RESIDENTIAL 5', 'ATRIUM RESIDENTIAL 6', 'ATRIUM RESIDENTIAL 7', 'ATRIUM RESIDENTIAL 9', 'ATRIUM RESIDENTIAL 12', 'URBAN HOME WARSZAWA RUBIKON', 'PROJEKT ECHO - 35', 'ATRIUM JASTRZĘBIE', 'URBAN HOME WROCŁAW TRAUGUTTA', 'MD POLAND II', 'ATRIUM POLAND 1', 'G CITY POLAND', 'GALERIA DOMINIKAŃSKA', 'URBAN HOME 4', 'FOCUS BYDGOSZCZ', 'G CITY RETAIL 1', 'CH TARGÓWEK', 'CH BIAŁA', 'CH PLEJADA', 'CH KING CROSS PRAGA', 'SANDROCK INVESTMENTS', 'ATRIUM RELAX HERITAGE', 'GALERIA KASZTANOWA', 'WARS SAWA JUNIOR', 'ATRIUM KALISZ', 'URBAN HOME KRAKÓW WROCŁAWSKA', 'CH REDUTA', 'CH CHMIELNA', 'CENTRUM HANDLOWE NEPTUNCITY', 'ATRIUM GDAŃSK 1'"
"""ESPOL INWESTYCJE""","Joanna Startek",""
"""ESPOL INWESTYCJE""","Damian Startek",""
"""ESPOL INWESTYCJE""","Anna Startek",""
"""ESPOL INWESTYCJE""","Jerzy Startek",""
"""PROPAGANDA GROUP""","Janusz Chodzewicz",""
"""STOWARZYSZENIE NA RZECZ ROZWOJU KLINIKI NEONATOLOGII ""PRZYJACIELE NOWORODKÓW""""","Krystyna Dzienis",""
"""STOWARZYSZENIE NA RZECZ ROZWOJU KLINIKI NEONATOLOGII ""PRZYJACIELE NOWORODKÓW""""","Joanna Szamatowicz",""
"""STOWARZYSZENIE NA RZECZ ROZWOJU KLINIKI NEONATOLOGII ""PRZYJACIELE NOWORODKÓW""""","Marek Szczepański",""
"""STOWARZYSZENIE NA RZECZ ROZWOJU KLINIKI NEONATOLOGII ""PRZYJACIELE NOWORODKÓW""""","Elżbieta Kulikowska",""
"""STOWARZYSZENIE NA RZECZ ROZWOJU KLINIKI NEONATOLOGII ""PRZYJACIELE NOWORODKÓW""""","Alicja Wasiluk",""
"""STOWARZYSZENIE NA RZECZ ROZWOJU KLINIKI NEONATOLOGII ""PRZYJACIELE NOWORODKÓW""""","Barbara Taylor",""
"""STOWARZYSZENIE NA RZECZ ROZWOJU KLINIKI NEONATOLOGII ""PRZYJACIELE NOWORODKÓW""""","Halina Stasiewicz",""
"""STOWARZYSZENIE NA RZECZ ROZWOJU KLINIKI NEONATOLOGII ""PRZYJACIELE NOWORODKÓW""""","Krystyna Dębek",""
"""STOWARZYSZENIE NA RZECZ ROZWOJU KLINIKI NEONATOLOGII ""PRZYJACIELE NOWORODKÓW""""","Marek Alifier",""
"""COSMAR POLSKA""","Marcin Krzemiński","'KORPUS ADWOKATÓW KOŚCIELNYCH', 'WŁODARZEWSKA', 'FONOPOLIS', 'PAGIKO', 'ASTRI POLSKA', 'WAWA OCHRONA', 'RMS CASH', 'INVESTGAS', 'NEWWORK NEON', '""EQUILIBRIUM"" THE HEALTH TOURISM PROVIDER', 'FACE TO FACE ART', 'C&M COMMERCIAL INVESTMENTS', 'PERKUN INVESTMENT', 'O&M', 'AQUARIUS INVESTMENT GROUP', 'TEREN OPERATIONS POLAND', 'ŻYRARDÓW.FABRYKA LNU', 'NEW LOOK POLAND', 'BUDBAUM MOSTY I DROGI', 'MKREST', 'BANKRUPTCY INVESTMENT', 'RADMAX P', 'CANBUD', 'INSTYTUT WYCEN UPADŁOŚCIOWYCH I RESTRUKTURYZACYJNYCH', 'CONCEPT SOLUTIONS', 'EKOKOGENERACJA', 'SPÓŁDZIELNIA HANDLOWO - USŁUGOWA ""PRO FUTURO""', 'MENNICA ŚLĄSKA GOLD', 'A.G. KORC', '""PETROINVESTBUD""', 'WSPÓLNICY. MALECHA KRZEMIŃSKI NOGA KANCELARIA PRAWNICZA'"
"""COSMAR POLSKA""","Krzysztof Woliński",""
"""COSMAR POLSKA""","Felice Alivernini",""
"""KOLEX-GIZOWSKA & SZMYT""","Bożena Gizowska",""
"""KOLEX-GIZOWSKA & SZMYT""","Katarzyna Szmyt",""
"""KOLEX-GIZOWSKA & SZMYT""","Wiesław Szmyt",""
"""KOLEX-GIZOWSKA & SZMYT""","Rafał Gizowski",""
"""KOLEX-GIZOWSKA & SZMYT""","Łukasz Szmyt",""
"""KOLEX-GIZOWSKA & SZMYT""","Małgorzata Gizowska Szmyt",""
"""ARMADA-ZABRZE""","Wojciech Oleś","'JBS NIERUCHOMOŚCI', 'PRZEDSIĘBIORSTWO KOMUNIKACJI SAMOCHODOWEJ W KATOWICACH', 'STOWARZYSZENIE ""BYTOMSKI GOLF""', 'STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ ŚLĄSKICH TECHNICZNYCH ZAKŁADÓW NAUKOWYCH W KATOWICACH'"
"""ARMADA-ZABRZE""","Marek Tereszkiewicz","'F.E. SILESIA SPÓŁKA Z OGRANICZONĄ ODPOWEDZIALNOŚCIĄ', 'TUCA GEMS', 'FUNDACJA EKOLOGICZNA ""SILESIA""', 'BIURO KONSULTINGOWE F.E. ""SILESIA""'"
