"OrganizationName","Representatives","ConnectedOrganizations"
"""OCHOTNICZA STRAŻ POŻARNA W CZARNIŻU""","Jakub Osowski",""
"""OCHOTNICZA STRAŻ POŻARNA W CZARNIŻU""","Łukasz Zygmański",""
"""OCHOTNICZA STRAŻ POŻARNA W CZARNIŻU""","Ireneusz Wałdoch",""
"""OCHOTNICZA STRAŻ POŻARNA W CZARNIŻU""","Marek Gierszewski",""
"""OCHOTNICZA STRAŻ POŻARNA W CZARNIŻU""","Józef Gierszewski","'KÓŁKO ROLNICZE W CZARNIŻU'"
"""OCHOTNICZA STRAŻ POŻARNA W POSADZIE GÓRNEJ""","Anna Kasperkowicz",""
"""OCHOTNICZA STRAŻ POŻARNA W POSADZIE GÓRNEJ""","Wojciech Krukar","'PODKARPACKIE STOWARZYSZENIE KOLEKCJONERÓW BRONI'"
"""OCHOTNICZA STRAŻ POŻARNA W POSADZIE GÓRNEJ""","Paulina Niemczyk",""
"""OCHOTNICZA STRAŻ POŻARNA W POSADZIE GÓRNEJ""","Piotr Gacek",""
"""OCHOTNICZA STRAŻ POŻARNA W POSADZIE GÓRNEJ""","Elżbieta Kruczek",""
"""OCHOTNICZA STRAŻ POŻARNA W POSADZIE GÓRNEJ""","Stanisław Rajchel",""
"""OCHOTNICZA STRAŻ POŻARNA W POSADZIE GÓRNEJ""","Krzysztof Krukar","'GRUPA REKONSTRUKCJI HISTORYCZNEJ ""SAN""'"
"""OCHOTNICZA STRAŻ POŻARNA W POSADZIE GÓRNEJ""","Tomasz Zięba",""
"""OCHOTNICZA STRAŻ POŻARNA W POSADZIE GÓRNEJ""","Grzegorz Różowicz",""
"""OCHOTNICZA STRAŻ POŻARNA W POSADZIE GÓRNEJ""","Grzegorz Dudek",""
"""KLUB SPORTOWY ""KS RYGLICE""""","Tobiasz Paluch",""
"""KLUB SPORTOWY ""KS RYGLICE""""","Przemysław Bień","'LKS BURZYN'"
"""KLUB SPORTOWY ""KS RYGLICE""""","Benedykt Bogdanowicz",""
"""KLUB SPORTOWY ""KS RYGLICE""""","Marcin Bałut",""
"""KLUB SPORTOWY ""KS RYGLICE""""","Janusz Parlewicz",""
"""KLUB SPORTOWY ""KS RYGLICE""""","Piotr Cetnarowski",""
"""KLUB SPORTOWY ""KS RYGLICE""""","Paweł Konieczny",""
"""KLUB SPORTOWY ""KS RYGLICE""""","Michał Mądel",""
"""KLUB SPORTOWY ""KS RYGLICE""""","Łukasz Cetnarowski",""
"""KLUB SPORTOWY ""KS RYGLICE""""","Grzegorz Kwiek",""
"""KLUB SPORTOWY ""KS RYGLICE""""","Marek Lisak","'STOWARZYSZENIE ""NASZE MIASTO RYGLICE""'"
"""KLUB SPORTOWY ""KS RYGLICE""""","Jarosław Lisak",""
"""KLUB SPORTOWY ""KS RYGLICE""""","Krzysztof Krzywoń","'OCHOTNICZA STRAŻ POŻARNA W RYGLICACH'"
"""KLUB SPORTOWY ""KS RYGLICE""""","Bogdan Poręba",""
"""KLUB SPORTOWY ""KS RYGLICE""""","Paweł Skruch",""
"""KLUB SPORTOWY ""KS RYGLICE""""","Zbigniew Wojciechowski",""
"""KLUB SPORTOWY ""KS RYGLICE""""","Adam Gawron",""
"""KLUB SPORTOWY ""KS RYGLICE""""","Marek Stańczyk",""
"""OCHOTNICZA STRAŻ POŻARNA W BRALINIE""","Kamil Lenort",""
"""OCHOTNICZA STRAŻ POŻARNA W BRALINIE""","Julia Łukianowska",""
"""OCHOTNICZA STRAŻ POŻARNA W BRALINIE""","Maciej Lewek",""
"""OCHOTNICZA STRAŻ POŻARNA W BRALINIE""","Zbigniew Bojko",""
"""OCHOTNICZA STRAŻ POŻARNA W BRALINIE""","Michał Lisiecki",""
"""OCHOTNICZA STRAŻ POŻARNA W BRALINIE""","Bogdan Świątek",""
"""OCHOTNICZA STRAŻ POŻARNA W BRALINIE""","Krystian Wełdziński",""
"""OCHOTNICZA STRAŻ POŻARNA W BRALINIE""","Henryk Lisiecki",""
"""OCHOTNICZA STRAŻ POŻARNA W BRALINIE""","Marcin Marczyk",""
"""OCHOTNICZA STRAŻ POŻARNA W BRALINIE""","Adam Kwiatek",""
"""ASPAS""","Alan Skelnik",""
"""ASPAS""","Anna Plichta","'GAJA', 'DMP'"
"""OCHOTNICZA STRAŻ POŻARNA W KRYNKACH""","Tomasz Kosiela",""
"""OCHOTNICZA STRAŻ POŻARNA W KRYNKACH""","Patryk Majecki",""
"""OCHOTNICZA STRAŻ POŻARNA W KRYNKACH""","Dawid Wróblewski",""
"""OCHOTNICZA STRAŻ POŻARNA W KRYNKACH""","Paulina Stępień",""
"""OCHOTNICZA STRAŻ POŻARNA W KRYNKACH""","Łukasz Hert",""
"""OCHOTNICZA STRAŻ POŻARNA W KRYNKACH""","Kamil Wójcicki",""
"""OCHOTNICZA STRAŻ POŻARNA W KRYNKACH""","Piotr Werachowski",""
"""OCHOTNICZA STRAŻ POŻARNA W KRYNKACH""","Piotr Łodej",""
"""ETOB WARSZAWA""","Mariola Krawiec Rzeszotek","'SFINKS POLSKA', 'APARTAMENTY ZDROWIE', 'CHARTAIR', 'ZAKŁADY PRZEMYSŁU PASMANTERYJNEGO ""LENORA""', 'MARAN DEVELOPMENT'"
"""ETOB WARSZAWA""","Tomasz Gryn","'PROJEKT PŁOCHOCIŃSKA', 'BLACK RAVEN CAPITAL', 'MARAN DEVELOPMENT'"
"""R. KOWALIK I WSPÓLNICY BIURO DORADZTWA PRAWNEGO""","Roman Kowalik","'BODY MEDIA', 'BODY MOVEMENT', 'MAZURAQUA', 'CONTRACTUS'"
"""KÓŁKO ROLNICZE W CHAWŁODNIE""","Ewa Michalska",""
"""KÓŁKO ROLNICZE W CHAWŁODNIE""","Piotr Zmudziński","'GMINNY ZWIĄZEK ROLNIKÓW, KÓŁEK I ORGANIZACJI ROLNICZYCH W GOŁAŃCZY'"
"""KÓŁKO ROLNICZE W CHAWŁODNIE""","Józef Loose","'OCHOTNICZA STRAŻ POŻARNA W MORAKOWIE', 'GMINNY ZWIĄZEK ROLNIKÓW, KÓŁEK I ORGANIZACJI ROLNICZYCH W GOŁAŃCZY'"
"""KÓŁKO ROLNICZE W CHAWŁODNIE""","Łucjan Wachowiak","'STOWARZYSZENIE TOWARZYSTWO ""PERKUN""'"
"""KÓŁKO ROLNICZE W CHAWŁODNIE""","Mariusz Wiórkowski",""
"""KÓŁKO ROLNICZE W CHAWŁODNIE""","Henryk Koczorowski",""
"""KÓŁKO ROLNICZE W CHAWŁODNIE""","Ryszard Michalski",""
"""STOWARZYSZENIE EDUKACYJNE ""VOLUMIN""""","Renata Lindorf",""
"""STOWARZYSZENIE EDUKACYJNE ""VOLUMIN""""","Wioletta Pająk",""
"""STOWARZYSZENIE EDUKACYJNE ""VOLUMIN""""","Jolanta Bona",""
"""STOWARZYSZENIE EDUKACYJNE ""VOLUMIN""""","Dorota Czapiewska",""
"""STOWARZYSZENIE EDUKACYJNE ""VOLUMIN""""","Małgorzata Czerwińska","'STOWARZYSZENIE ""KOŁO GOSPODYŃ WIEJSKICH""'"
"""STOWARZYSZENIE EDUKACYJNE ""VOLUMIN""""","Jolanta Janonis",""
"""STOWARZYSZENIE EDUKACYJNE ""VOLUMIN""""","Ewa Sikorska",""
"""STOWARZYSZENIE EDUKACYJNE ""VOLUMIN""""","Agata Szklarkowska",""
"""ZAKŁAD PRODUKCJI NARZĘDZI BESEL-FORMIT""","Marek Kalandyk",""
"""OCHOTNICZA STRAŻ POŻARNA W SPYTKÓWKACH""","Jakub Seifert",""
"""OCHOTNICZA STRAŻ POŻARNA W SPYTKÓWKACH""","Grzegorz Sankiewicz",""
"""OCHOTNICZA STRAŻ POŻARNA W SPYTKÓWKACH""","Szymon Bartoszewski",""
"""OCHOTNICZA STRAŻ POŻARNA W SPYTKÓWKACH""","Roman Poprawa",""
"""OCHOTNICZA STRAŻ POŻARNA W SPYTKÓWKACH""","Szymon Fabiś",""
"""OCHOTNICZA STRAŻ POŻARNA W SPYTKÓWKACH""","Mirosław Szczepaniak",""
"""OCHOTNICZA STRAŻ POŻARNA W SPYTKÓWKACH""","Jerzy Haryk",""
"""OCHOTNICZA STRAŻ POŻARNA W SPYTKÓWKACH""","Eugeniusz Ruskowiak",""
"""OCHOTNICZA STRAŻ POŻARNA W SPYTKÓWKACH""","Dariusz Chwierot",""
"""OCHOTNICZA STRAŻ POŻARNA W SPYTKÓWKACH""","Wojciech Grycz",""
"""PREZERO SERVICE POŁUDNIE""","Sylwia Chryczyńska Ciężka",""
"""PREZERO SERVICE POŁUDNIE""","Krzysztof Kobiela",""
"""PREZERO SERVICE POŁUDNIE""","Grzegorz Pietrzyk",""
"""PREZERO SERVICE POŁUDNIE""","Monika Mrozowska Panek","'PREZERO RECYCLING POŁUDNIE', 'PREZERO POLSKA'"
"""PRZEDSIĘBIORSTWO USŁUGOWO-HANDLOWO-PRODUKCYJNE ""PIOSTAMAR"" SPÓŁKA JAWNA BIELAWSKI MARIAN, BIELEWICZ PIOTR""","Marian Bielawski","'HURTOWNIA TECHNICZNO-USŁUGOWA JOLCAR'"
"""PRZEDSIĘBIORSTWO USŁUGOWO-HANDLOWO-PRODUKCYJNE ""PIOSTAMAR"" SPÓŁKA JAWNA BIELAWSKI MARIAN, BIELEWICZ PIOTR""","Piotr Bielewicz",""
"""JOHN CRANE POLAND""","Simon Moloney",""
"""JOHN CRANE POLAND""","Zbigniew Żyła",""
"""OCHOTNICZA STRAŻ POŻARNA W NOWEM""","Tomasz Pietras",""
"""OCHOTNICZA STRAŻ POŻARNA W NOWEM""","Alojzy Gonciarz",""
"""OCHOTNICZA STRAŻ POŻARNA W NOWEM""","Hubert Religa",""
"""OCHOTNICZA STRAŻ POŻARNA W NOWEM""","Przemysław Jagodziński",""
"""OCHOTNICZA STRAŻ POŻARNA W NOWEM""","Konrad Wareliś",""
"""OCHOTNICZA STRAŻ POŻARNA W NOWEM""","Paweł Kołtun",""
"""OCHOTNICZA STRAŻ POŻARNA W NOWEM""","Dawid Piliński",""
"""OCHOTNICZA STRAŻ POŻARNA W NOWEM""","Adam Warsiński",""
"""OCHOTNICZA STRAŻ POŻARNA W RZECZENICY""","Mariusz Pinnow",""
"""OCHOTNICZA STRAŻ POŻARNA W RZECZENICY""","Piotr Mirosław",""
"""OCHOTNICZA STRAŻ POŻARNA W RZECZENICY""","Krzysztof Jankowski",""
"""OCHOTNICZA STRAŻ POŻARNA W RZECZENICY""","Paweł Dąbek",""
"""OCHOTNICZA STRAŻ POŻARNA W RZECZENICY""","Kazimierz Szyszka",""
"""OCHOTNICZA STRAŻ POŻARNA W RZECZENICY""","Tadeusz Pogorzelski",""
"""OCHOTNICZA STRAŻ POŻARNA W RZECZENICY""","Andrzej Kudrawców",""
"""OCHOTNICZA STRAŻ POŻARNA W RZECZENICY""","Juliusz Wyrwicz",""
"""OCHOTNICZA STRAŻ POŻARNA W RZECZENICY""","Piotr Wyrwicz","'GMINNY KLUB SPORTOWY ""DRZEWIARZ"" RZECZENICA'"
"""OCHOTNICZA STRAŻ POŻARNA W RZECZENICY""","Ireneusz Chałanicz","'SPÓŁDZIELNIA MIESZKANIOWA W RZECZENICY'"
"""ELMIKO""","Grzegorz Radko","'ELENERG', 'APP', 'EDACOM'"
"""ELMIKO""","Rafał Boba","'APP', 'ELECON'"
"""ELMIKO""","Ireneusz Goleśny",""
"""ELMIKO""","Sławomir Wołek","'ELAUTOMATICA', 'EDACOM', 'ELENERG', 'ELECON', 'ELFORM'"
"""ELMIKO""","Elżbieta Smagłowska","'APP', 'ELECON', 'ELFORM', 'NIKMAR'"
"""ELMIKO""","Grzegorz Skoczykłoda",""
"""ELMIKO""","Marcin Stolarz","'ELAUTOMATICA', 'EDACOM', 'ELFORM', 'ELECON'"
"""PAŃSTWOWY OŚRODEK MASZYNOWY WRZĄCA WIELKA""","Grzegorz Zięba",""
"""OCHOTNICZA STRAŻ POŻARNA W DOBREJ""","Marek Wacław",""
"""OCHOTNICZA STRAŻ POŻARNA W DOBREJ""","Denis Malina",""
"""OCHOTNICZA STRAŻ POŻARNA W DOBREJ""","Łukasz Piecha",""
"""OCHOTNICZA STRAŻ POŻARNA W DOBREJ""","Stefan Thomalla",""
"""OCHOTNICZA STRAŻ POŻARNA W DOBREJ""","Magdalena Broszczak",""
"""OCHOTNICZA STRAŻ POŻARNA W DOBREJ""","Marcin Wons",""
"""OCHOTNICZA STRAŻ POŻARNA W DOBREJ""","Grzegorz Broszczak",""
"""OCHOTNICZA STRAŻ POŻARNA W DOBREJ""","Sebastian Marzotko",""
"""OCHOTNICZA STRAŻ POŻARNA W DOBREJ""","Adrian Dura",""
"""OCHOTNICZA STRAŻ POŻARNA W DOBREJ""","Marek Torka",""
"""OCHOTNICZA STRAŻ POŻARNA W DOBREJ""","Marek Duda",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Artur Majka",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Aleksander Gryboś",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Bogusław Trzupek",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Paweł Rymarczyk",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Jacek Pazdan",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Marcin Kadzik",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Jan Antkiewicz","'SPÓŁDZIELNIA KÓŁEK ROLNICZYCH W JODŁOWNIKU', 'STOWARZYSZENIE ""ZWIĄZEK SZCZYRZYCAN"" W SZCZYRZYCU'"
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Marian Grzywa",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Wiesław Pazdan",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Stanisław Kudłacz",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Józef Woźniak",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Józef Kadzik",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Ludwik Biel",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Władysław Matykiewicz","'KÓŁKO ROLNICZE W SZCZYRZYC'"
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Edward Rokosz","'KÓŁKO ROLNICZE W SZCZYRZYC'"
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Julian Kaleta",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Władysław Rokosz",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Jan Rymarczyk",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Stefan Rymarczyk","'ZRZESZENIE PLANTATORÓW OWOCÓW I WARZYW DLA TYMBARK-GMW', 'KÓŁKO ROLNICZE W SZCZYRZYC'"
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Edward Rokosz","'KÓŁKO ROLNICZE W SZCZYRZYC'"
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Mieczysław Wąsowicz",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Jan Antkiewicz","'SPÓŁDZIELNIA KÓŁEK ROLNICZYCH W JODŁOWNIKU', 'STOWARZYSZENIE ""ZWIĄZEK SZCZYRZYCAN"" W SZCZYRZYCU'"
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Andrzej Hans",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Stefan Rymarczyk","'ZRZESZENIE PLANTATORÓW OWOCÓW I WARZYW DLA TYMBARK-GMW', 'KÓŁKO ROLNICZE W SZCZYRZYC'"
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Władysław Matykiewicz","'KÓŁKO ROLNICZE W SZCZYRZYC'"
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Andrzej Rymarczyk",""
"""OCHOTNICZA STRAŻ POŻARNA W SZCZYRZYCU""","Piotr Rymarczyk",""
"""KÓŁKO ROLNICZE W ROJOWIE-OLSZYNIE""","Bogusława Dziekan",""
"""KÓŁKO ROLNICZE W ROJOWIE-OLSZYNIE""","Henryk Matysik","'GMINNY ZWIĄZEK ROLNIKÓW, KÓŁEK I ORGANIZACJI ROLNICZYCH W OSTRZESZOWIE'"
"""KÓŁKO ROLNICZE W ROJOWIE-OLSZYNIE""","Ignacy Stanek",""
"""KÓŁKO ROLNICZE W ROJOWIE-OLSZYNIE""","Jan Idzikowski",""
"""KÓŁKO ROLNICZE W ROJOWIE-OLSZYNIE""","Alojzy Przerwa",""
"""KÓŁKO ROLNICZE W ROJOWIE-OLSZYNIE""","Jan Lizak",""
"""KÓŁKO ROLNICZE W ROJOWIE-OLSZYNIE""","Czesław Łopata",""
"""NEOMEDICA""","Mariusz Wójcik",""
"""NEOMEDICA""","Marlena Wójcik",""
"""LEKARZE STOMATOLODZY BLANKA MOZGAWA, KATARZYNA RĘDZIA, JUSTYNA TRUMIŃSKA SPÓŁKA PARTNERSKA ""STOM-MED""""","Katarzyna Rędzia",""
"""LEKARZE STOMATOLODZY BLANKA MOZGAWA, KATARZYNA RĘDZIA, JUSTYNA TRUMIŃSKA SPÓŁKA PARTNERSKA ""STOM-MED""""","Blanka Mozgawa",""
"""LEKARZE STOMATOLODZY BLANKA MOZGAWA, KATARZYNA RĘDZIA, JUSTYNA TRUMIŃSKA SPÓŁKA PARTNERSKA ""STOM-MED""""","Justyna Trumińska",""
"""ZAKŁAD SYSTEMÓW KOMPUTEROWYCH ZSK""","Adam Tarnawski",""
"""ZAKŁAD SYSTEMÓW KOMPUTEROWYCH ZSK""","Wojciech Płonka",""
"""ZAKŁAD SYSTEMÓW KOMPUTEROWYCH ZSK""","Piotr Piejko",""
"""ZAKŁAD SYSTEMÓW KOMPUTEROWYCH ZSK""","Andrzej Maliszczak","'EUROMETER POLAND'"
"""ZAKŁAD SYSTEMÓW KOMPUTEROWYCH ZSK""","Andrzej Poślednik",""
"""OCHOTNICZA STRAŻ POŻARNA W SŁONNEM""","Mateusz Karaś",""
"""OCHOTNICZA STRAŻ POŻARNA W SŁONNEM""","Wojciech Martowicz",""
"""OCHOTNICZA STRAŻ POŻARNA W SŁONNEM""","Łukasz Wiśniowski",""
"""OCHOTNICZA STRAŻ POŻARNA W SŁONNEM""","Jacek Kamiński",""
"""OCHOTNICZA STRAŻ POŻARNA W SŁONNEM""","Wiesław Poliński",""
"""OCHOTNICZA STRAŻ POŻARNA W SŁONNEM""","Piotr Leżański",""
"""OCHOTNICZA STRAŻ POŻARNA W SŁONNEM""","Kazimierz Leżański","'STOWARZYSZENIE SOŁTYSÓW POWIATU PRZEMYSKIEGO', 'SPÓŁDZIELNIA KÓŁEK ROLNICZYCH'"
"""OCHOTNICZA STRAŻ POŻARNA W SŁONNEM""","Mieczysław Krawiec",""
"""OCHOTNICZA STRAŻ POŻARNA W SŁONNEM""","Tadeusz Martowicz",""
"""OCHOTNICZA STRAŻ POŻARNA W MIĘDZYRZECZU-OBRZYCACH""","Mariusz Bartosiak",""
"""OCHOTNICZA STRAŻ POŻARNA W MIĘDZYRZECZU-OBRZYCACH""","Michał Kubik","'STOWARZYSZENIE LOKALNA ORGANIZACJA TURYSTYCZNA ""LUBUSKI REGION TURYSTYCZNY""'"
"""OCHOTNICZA STRAŻ POŻARNA W MIĘDZYRZECZU-OBRZYCACH""","Mateusz Baranowicz",""
"""OCHOTNICZA STRAŻ POŻARNA W MIĘDZYRZECZU-OBRZYCACH""","Łukasz Szyszka",""
"""OCHOTNICZA STRAŻ POŻARNA W MIĘDZYRZECZU-OBRZYCACH""","Michał Nowak",""
"""OCHOTNICZA STRAŻ POŻARNA W MIĘDZYRZECZU-OBRZYCACH""","Piotr Romanów","'NADOBRZAŃSKI KLUB PŁETWONURKÓW ""OBRA""'"
"""OCHOTNICZA STRAŻ POŻARNA W MIĘDZYRZECZU-OBRZYCACH""","Andrzej Szyszka","'ZWIĄZEK OCHOTNICZYCH STRAŻY POŻARNYCH RZECZYPOSPOLITEJ POLSKIEJ ODDZIAŁ MIEJSKO-GMINNY W MIĘDZYRZECZU'"
"""OCHOTNICZA STRAŻ POŻARNA W MIĘDZYRZECZU-OBRZYCACH""","Aleksander Lizoń","'ZWIĄZEK OCHOTNICZYCH STRAŻY POŻARNYCH RZECZYPOSPOLITEJ POLSKIEJ ODDZIAŁ MIEJSKO-GMINNY W MIĘDZYRZECZU'"
"""OCHOTNICZA STRAŻ POŻARNA W MIĘDZYRZECZU-OBRZYCACH""","Stanisław Wasik",""
"""OCHOTNICZA STRAŻ POŻARNA W MIĘDZYRZECZU-OBRZYCACH""","Franciszek Szudra",""
"""OCHOTNICZA STRAŻ POŻARNA W MIĘDZYRZECZU-OBRZYCACH""","Władysław Narożny",""
"""OCHOTNICZA STRAŻ POŻARNA W MIĘDZYRZECZU-OBRZYCACH""","Antoni Dziamski",""
"""OCHOTNICZA STRAŻ POŻARNA W MIĘDZYRZECZU-OBRZYCACH""","Stanisław Szyszka",""
"""RFC-POL""","Valentin Kozyrytskiy",""
"""RFC-POL""","Valentin Kozyryskiy",""
"""RFC-POL""","Vladimir Tchesnokov",""
"""PRACOWNIA POZARZĄDOWA""","Monika Widocka","'IN ACTIO STOWARZYSZENIE STUDENTÓW I ABSOLWENTÓW INSTYTUTU SOCJOLOGII UNIWERSYTETU IM. ADAMA MICKIEWICZA'"
"""PRACOWNIA POZARZĄDOWA""","Łukasz Cieśliński","'ZACHODNIOPOMORSKA FEDERACJA POZARZĄDOWA'"
"""PRACOWNIA POZARZĄDOWA""","Piotr Wasilewski","'ZWIĄZEK POLSKICH ARTYSTÓW PLASTYKÓW OKRĘG KOSZALIŃSKO-SŁUPSKI'"
"""PRACOWNIA POZARZĄDOWA""","Helena Wróblewska",""
"""MIĘDZYPOWIATOWY ZWIĄZEK PARAFIALNYCH KLUBÓW SPORTOWYCH W BIELSKU- BIAŁEJ""","Tomasz Związek",""
"""MIĘDZYPOWIATOWY ZWIĄZEK PARAFIALNYCH KLUBÓW SPORTOWYCH W BIELSKU- BIAŁEJ""","Marek Koch",""
"""MIĘDZYPOWIATOWY ZWIĄZEK PARAFIALNYCH KLUBÓW SPORTOWYCH W BIELSKU- BIAŁEJ""","Dariusz Romanowski","'FUNDACJA ŚLADAMI JP II'"
"""MIĘDZYPOWIATOWY ZWIĄZEK PARAFIALNYCH KLUBÓW SPORTOWYCH W BIELSKU- BIAŁEJ""","Halina Fajfer",""
"""MIĘDZYPOWIATOWY ZWIĄZEK PARAFIALNYCH KLUBÓW SPORTOWYCH W BIELSKU- BIAŁEJ""","Józef Faber",""
"""MIĘDZYPOWIATOWY ZWIĄZEK PARAFIALNYCH KLUBÓW SPORTOWYCH W BIELSKU- BIAŁEJ""","Halina Jakóbiec Piechowicz",""
"""MIĘDZYPOWIATOWY ZWIĄZEK PARAFIALNYCH KLUBÓW SPORTOWYCH W BIELSKU- BIAŁEJ""","Roman Bogusz",""
"""MIĘDZYPOWIATOWY ZWIĄZEK PARAFIALNYCH KLUBÓW SPORTOWYCH W BIELSKU- BIAŁEJ""","Stefan Zuber","'ŚLĄSKO BESKIDZKI ZWIĄZEK NARCIARSKI'"
"""MIĘDZYPOWIATOWY ZWIĄZEK PARAFIALNYCH KLUBÓW SPORTOWYCH W BIELSKU- BIAŁEJ""","Henryk Pasko","'GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" GILOWICE-ŁĘKAWICA', 'BANK SPÓŁDZIELCZY W GILOWICACH', 'ŚLĄSKIE WOJEWÓDZKIE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE W KATOWICACH', 'TOWARZYSTWO WSPIERANIA REGIONALNEGO ZESPOŁU PIEŚNI I TAŃCA ""GILOWIANKA""'"
"""MIĘDZYPOWIATOWY ZWIĄZEK PARAFIALNYCH KLUBÓW SPORTOWYCH W BIELSKU- BIAŁEJ""","Paweł Danek",""
"""MIĘDZYPOWIATOWY ZWIĄZEK PARAFIALNYCH KLUBÓW SPORTOWYCH W BIELSKU- BIAŁEJ""","Andrzej Zawada",""
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Bartosz Rydzanicz",""
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Zbigniew Kopieć","'STOWARZYSZENIE NA RZECZ ROZWOJU WSI CZYRNA Z SIEDZIBĄ W CZYRNEJ'"
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Dawid Lasz","'OKRĘGOWA SPÓŁDZIELNIA MLECZARSKA'"
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Piotr Garwol",""
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Marta Krok",""
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Arkadiusz Grycz",""
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Leszek Sroka","'STOWARZYSZENIE NA RZECZ ROZWOJU WSI CZYRNA Z SIEDZIBĄ W CZYRNEJ'"
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Robert Krok",""
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Czesław Szlachcic",""
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Jan Drab",""
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Władysław Kopiec",""
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Bohdan Rydzanicz",""
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Józef Cudzik",""
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Edward Godawski",""
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Stefan Grycz",""
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Antoni Garwol",""
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Józef Leśnik",""
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Andrzej Leśnik",""
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Adam Długosz",""
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Franciszek Szczęsny",""
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Stefan Lasz",""
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Jan Grycz",""
"""OCHOTNICZA STRAŻ POŻARNA W CZYRNEJ""","Stefan Krynicki",""
"""KLUB STRZELECKI ""GRYF SŁUPSKI""""","Marek Wójtowicz","'STOWARZYSZENIE ŚRODKOWO-POMORSKA KONFRATERNIA KRÓLEWSKIEGO ORDERU ŚWIĘTEGO STANISŁAWA BISKUPA I MĘCZENNIKA W SŁUPSKU'"
"""KLUB STRZELECKI ""GRYF SŁUPSKI""""","Zygmunt Podgórniak","'POLSKIE ZJEDNOCZENIE KARATE'"
"""KLUB STRZELECKI ""GRYF SŁUPSKI""""","Zygmunt Kroplewski","'POLDAN', 'POLDAN 1', 'DOBRE DOMY DREWNIANE DDD', 'JZ INVESTMENT', 'STOWARZYSZENIE ""BEZPIECZNY POWIAT SŁAWIEŃSKI""'"
"""KLUB STRZELECKI ""GRYF SŁUPSKI""""","Dariusz Knapik",""
"""KLUB STRZELECKI ""GRYF SŁUPSKI""""","Stefan Łódka","'STOWARZYSZENIE ŁYŻWIARZY SZCZECIŃSKICH ""GRYFY SZCZECIN""'"
